CID,SMILES,PAINS_A,PAINS_B,PAINS_C,AllAssays_Active,AllAssays_Total,LuciferaseAssays_Active,LuciferaseAssays_Total,BetaLactamaseAssays_Active,BetaLactamaseAssays_Total,FluorescenceAssays_Active,FluorescenceAssays_Total
736373,C1=CSC(=C1)C(=O)NC2=CC=C(C=C2)N, ,anil_no_alk(40), ,4,619,1,100,0,11,0,366
737435,CC1=C(N2C=CC=CC2=C1)C(=S)NC(=O)C3=CC=CC=C3, , ,thio_keto_het(2),25,662,4,107,0,13,17,396
738399,CC1=CC=C(N1C2=CC=C(C=C2)C(=O)OC)C3=CC=CC=C3, ,pyrrole_B(29), ,6,690,1,110,0,14,3,407
738692,C1=CC=NC(=C1)CNC(=S)NC2=CC(=CC=C2)F, , ,thio_urea_E(7),7,643,4,107,0,13,0,378
741186,CC1(CC2=C(C(=O)C1)SC3=C(N2)C=C(C=C3)Cl)C, , ,het_thio_66_one(8),7,555,2,90,0,10,3,335
741192,C1CC2=C(C(=O)C1)SC3=CC=CC=C3N2, , ,het_thio_66_one(8),24,562,3,96,0,9,19,336
741694,C1CCN(CC1)C(=S)C2=CC=C(O2)C3=CC(=CC=C3)Cl, , ,thio_amide_A(6),35,637,19,108,0,11,12,382
741770,C1=COC(=C1)C=C2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O, ,ene_five_one_A(55), ,65,663,2,105,0,11,51,402
742170,C1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)C=CC3=CC=CO3, ,thiophene_amino_Ab(40), ,39,590,14,99,0,10,16,350
745096,C=CCN1C=NC2=CC=CC3=C2C1=CC=C3, ,naphth_amino_A(25), ,21,644,4,114,0,11,12,377
746140,CN1C2=CC=CC=C2N=C1CCC3=CC=C(C=C3)N, ,anil_no_alk(40), ,14,629,13,109,0,11,1,370
746288,CC1=CC(=C(C=C1)S(=O)(=O)NC2=CC=C(C3=CC=CC=C32)O)C, ,sulfonamide_B(41), ,44,465,4,79,0,8,26,276
747675,C1=CC=C2C(=C1)C(=O)C(=CNC3=CC=C(C=C3)F)C2=O, ,ene_five_one_A(55), ,30,652,29,126,0,11,1,373
748055,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=CS2)C3=CC=CC=C3, , ,sulfonamide_F(1),6,501,0,88,0,7,2,288
749449,CC1=C(C=C(C=C1)N2C(=CC(=C2C)C(=S)N3CCOCC3)C)C, ,pyrrole_A(118), ,11,667,2,108,0,14,3,392
749454,CC1=C(C(=CC=C1)N2C(=CC(=C2C)C(=S)N3CCOCC3)C)C, ,pyrrole_A(118), ,4,643,0,109,0,11,0,379
749958,CC(=O)C1=C2C(=CC=C3C2=C(CC3)C=C1)O, , ,keto_naphthol_A(2),8,785,1,128,0,25,3,462
750289,CCN1C=NC2=CC=CC3=C2C1=CC=C3, ,naphth_amino_A(25), ,14,589,2,101,0,10,7,346
750852,COC1=CC=C(C=C1)C2=CC=C(N2C3=CC=C(C=C3)O)CCC(=O)O, ,pyrrole_B(29), ,3,632,0,109,0,11,1,371
751856,C1=CN=C(N=C1)NC2=NC(=CS2)C3=CC(=C(C=C3)O)O, ,catechol_A(92), ,55,567,21,106,0,10,28,328
751859,CC1=NC(=CC=C1)NC2=NC(=CS2)C3=CC(=C(C=C3)O)O, ,catechol_A(92), ,26,504,12,92,0,7,8,291
751866,CC1=CC(=NC=C1)NC2=NC(=CS2)C3=CC(=C(C=C3)O)O, ,catechol_A(92), ,49,511,18,96,0,7,22,295
751869,CC1=C(N=CC=C1)NC2=NC(=CS2)C3=CC(=C(C=C3)O)O, ,catechol_A(92), ,73,742,28,129,0,14,23,428
751980,CCN1C(=CC(=C1C)C=C2C(=O)N(C(=O)N2)CC3=CC=CC=C3F)C, , ,ene_rhod_F(8),6,646,5,111,0,13,1,378
751989,CC1=CC(=C(N1C)C)C=C2C(=O)N(C(=O)N2)CC3=CC=CC=C3F, , ,ene_rhod_F(8),10,661,3,109,0,13,6,390
754873,COC(=O)CC1(C(=O)C2=CC=CC=C2C1=O)C3=CC=CC=C3, ,keto_keto_beta_A(68), ,1,691,0,114,0,14,1,408
756492,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=CC=C(C=C3)Cl, ,diazox_sulfon_A(36), ,5,493,2,88,0,7,1,286
756494,CC1=CC=CC=C1NS(=O)(=O)C2=CC=CC3=NSN=C32, ,diazox_sulfon_A(36), ,1,493,0,87,0,7,0,289
759004,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=CC3=NSN=C32)C, ,diazox_sulfon_A(36), ,5,493,3,88,0,7,1,286
760357,CCCN1C2=CC=CC=C2N=C1CNC3=CC=CC=C3O, , ,anil_OC_alk_C(3),21,800,2,127,0,25,12,475
760601,C1=CC=C(C=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2, ,naphth_amino_B(25), ,13,487,1,83,0,7,11,284
761632,COC1=CC(=C(C(=C1)OC)C2NC3=CC=CC4=C3C(=CC=C4)N2)OC, ,naphth_amino_B(25), ,22,486,1,90,0,7,13,275
761633,C1=CC2=C3C(=C1)NC(NC3=CC=C2)C4=CC=C(C=C4)C(F)(F)F, ,naphth_amino_B(25), ,7,546,3,103,0,10,2,301
761638,C1=CC2=C3C(=C1)NC(NC3=CC=C2)C4=CC=C(S4)Br, ,naphth_amino_B(25), ,14,588,2,94,0,13,10,353
761640,COC1=CC(=CC(=C1O)OC)C2NC3=CC=CC4=C3C(=CC=C4)N2, ,naphth_amino_B(25), ,43,787,3,123,1,25,30,477
762465,CN(C)C=C1C=C(OC1=O)C2=CC=CC=C2, ,ene_five_het_C(85), ,16,703,0,114,0,14,7,411
766823,CC1=CC(=C(C=C1)OC)NCC2=CC(=C(C=C2OC)OC)OC, , ,anil_OC_alk_D(2),16,779,5,130,0,25,6,459
767504,C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CS3)C4=CC=CC=C4, ,imidazole_A(19), ,16,701,2,112,0,14,12,411
768231,C1=CC=C(C=C1)CC2=C(SC(=C2C(=O)O)N)C3=CC=CC=C3, ,thiophene_amino_Aa(45), ,8,640,1,105,0,11,4,378
768325,C1CCC(CC1)(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N, , ,anil_di_alk_F(14),4,638,0,109,0,11,3,374
768641,CC1=C(C=C(C=C1)C(=O)O)N2C(=CC(=C2C)C=O)C, ,pyrrole_A(118), ,9,635,0,106,0,11,5,379
770018,C1=CC=C(C=C1)NC2=CC=C(C=C2)C(=C(C#N)C#N)C#N, ,ene_cyano_A(19), ,21,520,2,86,0,7,12,307
770142,CC(=O)NC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC3=NON=C32, ,diazox_sulfon_A(36), ,3,488,0,89,0,7,1,281
774975,COC1=C2C3=C(C4=CC=CC=C4C2=O)ON=C3C=C1, , ,quinone_B(5),133,585,11,82,0,14,111,379
775545,CC1=CC(=CC=C1)N2CCN(CC2)C3=NC(=O)C(=C(C)C)S3, ,ene_five_het_B(90), ,4,691,0,114,0,14,1,405
776243,CC1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Br)N, ,anthranil_one_A(38), ,3,615,3,103,0,11,0,365
776370,C1CCN(C1)C2=C3C4=C(C5=CC=CC=C5C3=O)ON=C4C=C2, , ,quinone_B(5),86,582,5,99,3,14,68,353
776411,CN(C)C=C1C=C2C(=O)C3=CC=CC=C3N2C1=O, ,ene_five_het_C(85), ,92,610,3,94,9,18,86,376
776851,C1COCCN1CC2=CC=C(C=C2)N, ,anil_no_alk(40), ,1,637,0,105,0,11,0,374
776878,CC1=CC=C(N1C2=C(C=CC(=C2)N)OC)C, ,pyrrole_A(118), ,21,648,4,106,0,11,15,390
777317,CC1=CC(=C2C(=C1)C(=NC(=N2)NC3=NC(C=C(N3)C)(C)C)C)C, , ,het_66_B(2),31,663,1,110,0,11,10,384
786578,CC(=O)NC1=CC=C(C=C1)C=C2C(=O)C3=CC=CC=C3S2, ,ene_five_het_F(15), ,9,559,3,89,0,10,5,337
793820,CCCC(=O)NC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O, ,keto_keto_beta_A(68), ,18,498,14,93,0,7,1,285
794021,C1=CC=C(C=C1)C(=O)NN=C2C3=CC=CC=C3C4=CC=CC=C42, , ,keto_phenone_zone_A(2),11,501,2,87,0,5,3,291
797247,C1CCC2(CC1)NC3=CC=CC4=C3C(=CC=C4)N2, ,naphth_amino_B(25), ,13,705,0,116,0,14,7,417
798024,C1CCN(CC1)C2=CC=C(O2)C=C(C#N)C(=O)N, , ,anil_di_alk_furan_B(2),25,652,2,106,0,11,17,395
798423,CC(C)NC(=O)C(=CC1=CC=C(O1)N(C)C)C#N, , ,anil_di_alk_furan_B(2),22,561,3,89,0,10,15,341
798427,CCN(CC)C1=CC=C(O1)C=C(C#N)C(=O)NC(C)C, , ,anil_di_alk_furan_B(2),20,655,3,112,0,11,13,391
801168,C1=CC=C(C=C1)CN2C=NC3=CC=CC4=C3C2=CC=C4, ,naphth_amino_A(25), ,13,572,5,104,0,12,5,328
801496,COC1=CC=CC(=C1)C2=NC3=CC=CC4=C3C(=CC=C4)N2, ,naphth_amino_A(25), ,20,681,3,110,0,13,14,401
801500,CC1=CC(=C(N1C2=CC=CC(=C2C)C(=O)O)C)C=O, ,pyrrole_A(118), ,14,643,2,110,0,11,9,382
801625,COC1=CC=CC=C1C2=NC3=CC=CC4=C3C(=CC=C4)N2, ,naphth_amino_A(25), ,27,695,5,115,0,14,15,411
801678,CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)O)C)C=O, ,pyrrole_A(118), ,18,634,0,104,0,11,9,376
802293,C1COCCN1C2=CC=C(O2)C=C(C#N)C3=CC=CC=C3, , ,anil_di_alk_furan_B(2),52,703,20,116,0,14,26,414
802947,C1=CC2=C3C(=C1)NC(=NC3=CC=C2)C4=CC=C(O4)Br, ,naphth_amino_A(25), ,14,650,2,104,0,13,8,391
818779,CC1=CC(=C(N1C2=CC=CC(=C2C)C(=O)OC)C)C=O, ,pyrrole_A(118), ,3,659,2,110,0,13,1,387
818820,CC1(CC(=O)C(=CNC2=CC=C(C=C2)N)C(=O)C1)C, ,anil_no_alk(40), ,15,628,2,102,0,11,12,375
825518,CC(=C1C(=O)NN(C1=O)C2=CC(=CC=C2)Cl)C, ,ene_five_het_D(46), ,3,648,1,109,0,13,2,380
827945,COC1=CC(=CC(=C1OC)OC)C=C2C(=O)C3=CC=CC=C3C2=O, ,ene_five_one_A(55), ,19,660,1,112,0,11,17,399
828279,CCC1=C2C3=C(C=CC=C3N(C=N2)C)C=C1, ,naphth_amino_A(25), ,12,408,1,65,0,3,7,240
828966,CCOC(=O)C1=C(C(=C(S1)N)C(=O)NC2=CC=CC=C2OC)C, ,thiophene_amino_Aa(45), ,33,647,11,109,0,12,15,389
829586,C1CC2=C(C=C(N2C3=CC=C(C=C3)O)C4=CC=CC=C4)C(=O)C1, ,pyrrole_B(29), ,1,643,0,105,0,13,0,379
829698,C1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)C3=CC=CC=C3F, ,thiophene_amino_Ab(40), ,13,507,9,90,0,7,1,291
830161,C1CC2=C(C1)SC(=C2C(=O)NCCC3=CC=CC=C3)N, ,thiophene_amino_Aa(45), ,8,637,1,108,0,11,6,380
830517,C1=CC2=NN(N=C2C=C1)C3=CC=C(C=C3)N, ,anil_no_alk(40), ,10,402,8,66,0,3,1,236
832954,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NN=C(C#N)C#N, ,cyano_imine_B(17), ,27,651,5,106,0,14,18,390
833990,C1=CC=C(C=C1)COC2=CC=CC=C2CNC3=CC=C(C=C3)O, , ,anil_OH_alk_A(8),62,722,4,115,0,14,45,440
833994,C1=CC=C(C=C1)COC2=CC=C(C=C2)CNC3=CC=C(C=C3)O, , ,anil_OH_alk_A(8),37,480,4,82,0,7,21,282
834001,C1=CC=C(C=C1)C=C2C(=O)NN(C2=O)C3=CC=CC=C3, ,ene_five_het_D(46), ,8,479,1,88,0,7,4,264
838842,CN1C(=NN=C1SCC(=O)C2=CC(=C(C=C2)O)O)C3=CC=CC=C3, ,catechol_A(92), ,7,462,0,83,0,7,3,259
839240,C1COCCN1C2=CC=C(O2)C=C(C#N)C(=O)N3CCOCC3, , ,anil_di_alk_furan_B(2),16,644,0,105,0,13,12,381
839788,C1=CSC(=C1)C=C2C(=O)NN(C2=O)C3=CC=C(C=C3)F, ,ene_five_het_D(46), ,8,624,1,106,0,11,4,370
840025,CCOC(=O)C1=C(SC(=C1C(=O)OCC)N)N, ,thiophene_amino_Aa(45), ,26,664,1,103,0,14,14,396
842381,CN1C=NC2=C1C=CC(=C2)NCC3=CC(=C(C=C3)OC)OC, , ,anil_alk_bim(9),6,498,0,91,0,7,2,286
842891,C1COCCN1C2=NC(=O)C(=CC3=CC=NC=C3)S2, ,ene_five_het_B(90), ,2,563,0,96,0,10,1,336
842906,C1CCN(CC1)C2=NC(=O)C(=CC3=CC=CC=C3F)S2, ,ene_five_het_B(90), ,8,500,6,90,0,7,0,282
844901,C1COCCN1CCC(=O)NC2=CC=C(C=C2)N, ,anil_no_alk(40), ,3,473,0,87,0,7,1,264
845834,CCC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O, ,keto_keto_beta_A(68), ,4,395,4,61,0,3,0,235
845891,COC(=O)C=C1C(=O)N=C(S1)NC(=O)C2=CC=CC=C2, ,ene_five_het_B(90), ,4,642,0,105,0,13,1,377
845991,C1=CC(=CC=C1NN=C(C#N)C#N)S(=O)(=O)N, ,cyano_imine_B(17), ,29,570,2,93,0,10,20,345
846103,CC1=CC=C(N1C2=CC=C(C=C2)NC(=O)C)C3=CC=CC=C3, ,pyrrole_B(29), ,1,498,0,87,0,7,1,290
847784,C1CCN(C1)C(=O)CCC2=CC=C(C=C2)N, ,anil_no_alk(40), ,1,460,0,81,0,7,0,262
847874,COC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)N3CCCC3)OC, , ,anil_di_alk_I(4),9,795,0,131,0,25,4,473
848081,CCN1C(=CC(=C1C)C=C2C(=O)C3=CC=CC=C3C2=O)C, ,ene_five_one_A(55), ,23,545,18,103,0,10,6,314
851534,C1=CC(=CC=C1CNC2=NC=NN2)N, ,anil_no_alk(40), ,2,573,0,93,0,10,1,345
852671,C1=CC(=CC=C1C2=NN=NN2C3=CC=C(C=C3)N)N, ,anil_no_alk(40), ,3,493,0,88,0,7,1,285
853463,CC(=O)NC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O, ,keto_keto_beta_A(68), ,12,567,5,95,0,10,1,332
853539,C1=CC=C(C=C1)C2=CN(C(=S)N2)C3=CC=C(C=C3)N, ,anil_no_alk(40), ,11,487,4,83,0,7,3,285
854609,CCOC(=O)C1=CC=C(O1)CC(=O)C2=C(C(=C(C=C2)O)O)O, ,catechol_A(92), ,41,578,0,100,0,10,33,335
854786,CCC1=CC=C(C=C1)C2=C(SC(=N2)N)C, , ,thiazole_amine_B(3),9,645,4,109,0,11,4,379
854939,COC1=CC(=C(C=C1)O)C2(C(=O)C3=CC=CC=C3C2=O)O, ,keto_keto_beta_A(68), ,0,573,0,97,0,10,0,341
857972,CC(C)(C)C1=CSC(=N1)NC(=O)CC2=CC=CS2, , ,thiophene_E(2),10,628,4,107,0,11,5,374
859637,CC1=C(SC(=C1C(=O)C2=CC=CC=C2Cl)N)C, ,thiophene_amino_Aa(45), ,3,628,0,107,0,11,1,369
861728,C1CCC(C1)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4, , ,het_65_Db(5),19,626,1,109,0,10,5,366
864233,CN1C(=CN=C1SCC(=O)NC2=CC=CC=C2)C3=CC=C(C=C3)F, , ,het_thio_5_A(8),0,610,0,107,0,11,0,363
866271,CCN1C=NC2=C1C=CC(=C2)NCC3=CC=C(C=C3)Cl, , ,anil_alk_bim(9),18,496,12,88,0,7,5,290
866275,CN1C=NC2=C1C=CC(=C2)NCC3=CC=CC=C3Cl, , ,anil_alk_bim(9),8,492,5,85,0,7,0,285
869080,CCOC1=CC=C(C=C1)NC(=C2C(=O)C3=CC=CC=C3C2=O)C, ,ene_five_one_A(55), ,21,571,16,102,0,10,2,335
873353,CC(C)CNC=C1C(=O)C2=CC=CC=C2C1=O, ,ene_five_one_A(55), ,8,572,6,90,0,10,2,346
875226,COC(=O)C=C1C(=O)N=C(S1)NC(=O)C2=CC(=CC=C2)Cl, ,ene_five_het_B(90), ,8,681,0,106,0,14,6,411
875903,CC1=CC(=C(N1C)C)C=C2C(=O)NC(=O)N2, , ,ene_rhod_F(8),2,629,1,103,0,11,1,375
877474,CC1=CC=CC=C1NC=C2C(=O)C3=CC=CC=C3C2=O, ,ene_five_one_A(55), ,50,652,41,122,0,11,5,370
878047,CC(=O)OC1=CC=CC(=C1)C=C2C=C(OC2=O)C3=CC=C(C=C3)OC, ,ene_five_het_C(85), ,14,655,3,105,0,13,8,391
878185,CC(=O)OC1=CC=C(C=C1)C=C2C=C(OC2=O)C3=CC=C(C=C3)OC, ,ene_five_het_C(85), ,4,636,2,109,0,11,2,374
878187,C1CCN(CC1)C(=S)C2=CC=C(O2)C3=CC=CC=C3, , ,thio_amide_A(6),29,638,17,109,0,11,10,375
878734,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)O)O)Br)C)C, ,catechol_A(92), ,12,581,0,93,0,10,10,350
879782,C1COCCN1C2=CC=C(O2)C=C(C#N)C(=O)NC3=CC=C(C=C3)O, , ,anil_di_alk_furan_B(2),35,618,6,109,0,10,24,365
879905,CC1=CC(=C(N1C2=CN=CC=C2)C)C=C3C(=O)NC(=S)N3, , ,ene_rhod_F(8),5,630,4,106,0,11,1,371
882992,CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)OC)C)C=O, ,pyrrole_A(118), ,2,649,0,106,0,13,1,386
884205,CC(=C1C(=O)N=C(S1)N2CCN(CC2)C3=CC=C(C=C3)Cl)C, ,ene_five_het_B(90), ,4,621,0,105,0,11,3,369
884367,C1=CC=C(C=C1)C2=NC(=CS2)C3=CC(=C(C=C3)O)O, ,catechol_A(92), ,82,770,28,137,0,14,34,456
885232,CC1=C(C=C(C=C1)N2CCN(CC2)C3=NC(=O)C(=C(C)C)S3)Cl, ,ene_five_het_B(90), ,0,551,0,90,0,10,0,330
885302,CC1=CC(=NC=C1)N2C(=CC(=C2C)C=O)C, ,pyrrole_A(118), ,1,621,0,103,0,11,1,369
886608,CC1=CC(=C(N1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C)C=O, ,pyrrole_A(118), ,24,648,0,105,0,11,16,386
891973,C1=CC=C(C=C1)C2=CC=C(N2C3=CC(=CC=C3)O)CCC(=O)O, ,pyrrole_B(29), ,6,784,2,127,0,25,3,462
892392,CC(=C1C(=O)C2=CC=CC=C2C1=O)N3CCN(CC3)CC4=CC=CC=C4, ,ene_five_one_A(55), ,3,797,0,130,0,25,3,475
893522,COC1=CC=C(C=C1)C2=CC=C(N2CC3=CC=CO3)CCC(=O)O, , ,pyrrole_C(8),3,630,0,104,0,11,2,373
893928,CC(=O)C1=CC=C(C=C1)N2C(=CC=C2C3=CC=CS3)CCC(=O)O, ,pyrrole_B(29), ,11,721,3,124,0,14,6,419
893945,C1=CC(=CC=C1C2=CC=C(N2CCC(=O)O)CCC(=O)O)Cl, , ,pyrrole_C(8),1,684,0,116,0,14,1,403
894128,C=CCN1C(=CC=C1C2=CC=CC=C2)CCC(=O)O, , ,pyrrole_C(8),8,792,0,127,0,25,5,471
894140,CC(=O)C1=CC(=CC=C1)N2C(=CC=C2C3=CC=CC=C3)CCC(=O)O, ,pyrrole_B(29), ,7,522,2,90,0,7,3,303
894506,CN1C(=CN=C1SCC(=O)NCC2=CC=CO2)C3=CC=CC=C3, , ,het_thio_5_A(8),1,791,0,129,0,25,1,473
902286,CC1=NC2=C(C=C1C#N)C(=O)C3=CC=CC=C32, , ,keto_phenone_A(11),6,652,1,105,0,13,4,390
902325,CC1(C(=O)C2=CC=CC=C2C1=O)N3CCCCC3, ,keto_keto_beta_A(68), ,5,649,1,107,0,13,4,383
902328,CCN(C(=O)CN1CCCCC1)C2(C(=O)C3=CC=CC=C3C2=O)C, ,keto_keto_beta_A(68), ,1,647,0,106,0,13,1,382
903638,CC1=C(SC(=C1C(=O)OC(C)C)N)C(=O)OC(C)C, ,thiophene_amino_Aa(45), ,13,649,7,104,0,13,4,385
909100,CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=C(C=C4)N)N, ,anil_no_alk(40), ,5,637,1,105,0,13,3,375
911015,C1=CC=C2C(=C1)N=C3C(=C(N(C3=N2)C4=CC=C(C=C4)N)N)C#N, ,anil_no_alk(40), ,0,552,0,89,0,10,0,330
911064,COC1=CC=C(C=C1)C2(C(=O)C3=CC=CC=C3C2=O)CC(=O)OC, ,keto_keto_beta_A(68), ,3,563,1,94,0,10,2,335
913388,C1=CC=C2C(=C1)C(=O)C(C2=O)(CO)C3=CC=C(C=C3)OC(F)F, ,keto_keto_beta_A(68), ,12,493,11,91,0,7,1,285
914287,CN(C)C=C1C=C(OC1=O)C=O, ,ene_five_het_C(85), ,1,560,0,92,0,10,1,337
915964,CC(=O)OC1=CC=CC(=C1)C=C2C(=O)C3=CC=CC=C3S2, ,ene_five_het_F(15), ,22,574,14,100,0,10,4,339
916027,CCC(=O)NC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O, ,keto_keto_beta_A(68), ,13,490,6,87,0,7,2,285
917009,CCOC1=C(C=CC(=C1)C=C2C(=O)N=C(S2)N3CCCCC3)O, ,ene_five_het_B(90), ,12,501,6,89,2,11,5,291
917122,CC1=CC(=C(C=C1)O)N=CC2=C(C3=CC=CC=C3S2)Cl, , ,imine_phenol_A(3),8,649,4,108,0,13,5,381
917309,C1=CC=C2C(=C1)C(=C(S2)C=NC3=C(C=CC(=C3)Cl)O)Cl, , ,imine_phenol_A(3),16,599,9,103,0,11,6,361
921225,C1=CSC(=C1)C2=NC(=C(N2)C3=CC=C(C=C3)F)C4=CC=C(C=C4)F, ,imidazole_A(19), ,17,659,5,113,0,13,6,388
929418,C1CCC(CC1)NC(=O)C(=CC2=CC=C(O2)N3CCOCC3)C#N, , ,anil_di_alk_furan_B(2),34,585,3,98,0,10,29,358
929419,C1CCC(CC1)NC(=O)C(=CC2=CC=C(O2)N3CCOCC3)C#N, , ,anil_di_alk_furan_B(2),31,634,4,105,0,11,26,381
931188,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NN=C(C#N)C#N, ,cyano_imine_B(17), ,33,663,2,106,0,14,25,398
935325,C1=CSC(=C1)C2=CC=C(N2C3=CC=C(C=C3)C(=O)N)CCC(=O)O, ,pyrrole_B(29), ,9,627,2,109,0,11,3,370
941642,CN1C=CC=C1C=C2C(=O)N=C(S2)NC3=CC=C(C=C3)O, ,ene_five_het_B(90), ,39,580,20,101,0,10,15,344
949019,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC3=NSN=C32, ,diazox_sulfon_A(36), ,3,557,0,90,0,10,2,334
954343,CC1=CC=C(C=C1)C2=CC=C(N2C3=CC=CC(=C3)C(=O)O)CCC(=O)O, ,pyrrole_B(29), ,6,459,3,84,0,7,1,258
954451,C=CCN1C(=CC=C1C2=CC=C(C=C2)F)CCC(=O)O, , ,pyrrole_C(8),5,699,1,120,0,14,1,408
958894,CC1=CC(=C2C(=O)C3=CC=CC=C3C2=O)C=C(N1CC4=CC=CO4)C, ,ene_five_one_A(55), ,33,791,15,133,0,25,11,468
970707,CC1=CC(=O)OC2=C1C=CC(=C2)NC(=S)NCC3=CC=CC=N3, , ,thio_urea_E(7),10,667,2,111,0,11,7,404
971330,COC1=C(C=C(C=C1)NC(=S)NCC2=CC=CC=N2)OC, , ,thio_urea_E(7),1,633,0,107,0,11,0,374
973077,CC1=C(SC(=N1)N)C2=CSC(=N2)NC3=CC(=CC=C3)OC, , ,thiazole_amine_A(4),20,786,6,128,0,25,8,469
973127,CC1=C(SC(=N1)N)C2=CSC(=N2)NC3=NC=C(C=C3)Cl, , ,thiazole_amine_A(4),26,792,6,127,0,24,14,476
974663,CCOC1=CC=CC=C1N2C(=CC(=C2C)C=O)C, ,pyrrole_A(118), ,1,638,0,108,0,11,0,376
974665,CC1=CC(=C(N1C2=C(C=CC(=C2)OC)OC)C)C=O, ,pyrrole_A(118), ,2,636,0,109,0,11,1,375
974668,CC1=CC(=C(C=C1)OC)N2C(=CC(=C2C)C=O)C, ,pyrrole_A(118), ,3,642,0,109,0,11,2,380
974814,CC1(CC2=C(CO1)SC(=C2C(=O)OC)N)C, ,thiophene_amino_Aa(45), ,3,645,0,108,0,11,1,383
975650,CCOC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)OCO3, , ,sulfonamide_C(5),1,487,0,88,0,7,0,280
980264,COC1=C(C=C(C=C1)Br)C2NC3=CC=CC4=C3C(=CC=C4)N2, ,naphth_amino_B(25), ,8,491,1,86,0,7,4,286
985162,CC1=C(SC=C1)C=C2C(=C(N(C2=O)CC3=CN=CC=C3)C)C(=O)OC, ,ene_five_het_C(85), ,9,630,2,108,0,11,4,370
987672,CC1=CC(=C(N1C2=C(C=C(C=C2)C(=O)O)C)C)C=C3C(=O)C4=CC=CC=C4C3=O, ,"pyrrole_A(118),ene_five_one_A(55)", ,17,639,0,106,0,11,16,382
988232,C1CCN(CC1)C(=S)C2=CC=C(O2)C3=CC=C(C=C3)Br, , ,thio_amide_A(6),18,645,14,117,0,11,3,380
988959,COC1=CC(=C(C=C1C=C2C(=O)N=C(S2)N3CCCCC3)OC)OC, ,ene_five_het_B(90), ,1,489,1,86,0,7,1,286
998756,C1=CC2=NON=C2C(=C1)S(=O)(=O)NC3=CC=C(C=C3)Br, ,diazox_sulfon_A(36), ,3,492,0,86,0,7,1,284
1002096,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(O2)C=C3C(=C(NC3=O)C)C(=O)OC, ,ene_five_het_C(85), ,2,617,0,106,0,11,1,361
1002798,CC1=C(C(=C(S1)NC(=O)C=CC(=O)O)C(=O)OC)C2=CC=C(C=C2)C(C)C, ,thiophene_amino_Ab(40), ,28,634,4,107,0,11,19,377
1002870,CCOC(=O)C1=C(SC(=C1C2=CC=C(C=C2)Cl)C)NC(=O)C=CC(=O)O, ,thiophene_amino_Ab(40), ,27,635,3,107,0,11,15,377
1007227,CC1=CN2C(=C(C(=O)N=C2S1)C=C3C=C(C(=O)C(=C3)Cl)Cl)N, ,ene_one_hal(17),ene_quin_methide(10),37,594,1,104,0,10,33,348
1016232,CCOC(=O)COC1=C(C=C(C=C1)C=C2C(=O)NN(C2=O)C3=CC=C(C=C3)F)OC, ,ene_five_het_D(46), ,5,501,0,84,0,7,5,292
1034489,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)C)NC(=O)C3=CC=C(C=C3)N4C(=O)CCC4=O, ,thiophene_amino_Ab(40), ,3,643,0,103,0,13,3,381
1034496,CC1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)C3=CC=C(C=C3)Br, ,thiophene_amino_Ab(40), ,42,510,13,89,0,7,17,298
1042891,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=C(C=C(C=C3)Br)C(=O)O, ,diazox_sulfon_A(36), ,6,504,0,89,0,7,4,291
1051849,CCOC(=O)C1=C(SC=C1C2=CC=CC=C2)NC(=O)C3=CC4=CC=CC=C4OC3=O, ,thiophene_amino_Ab(40), ,4,662,1,109,0,13,2,388
